text,published_on,id,code,username,like_count,reply_count,image_count,videos,url,repost_count,keyword,emotion,locale_context,lang_detect
"I have this hopeless thing for older men 🥺
But they never seem to look my way. 🙄

Zohran Mamdani. 
Miss Universe. 
Donald Trump.",1762565246,3760992341273472033_77764494833,DQxupuYkewh,pamiemieee,190,0,,,https://www.threads.net/@pamiemieee/post/DQxupuYkewh,0,hopeless,sad,en-US,en
"Чат не работает это однозначно, даже тут реальные белорусы подтверждают. А ты просто говнобот кремлевский",1760898205,3747008183114721703_76442007612,DQADBcNCOmn,serik_tahoe,0,0,,,https://www.threads.net/@serik_tahoe/post/DQADBcNCOmn,0,работа,neutral,ru-RU,ru
"А где они её возьмут, если они обучаются и консультируются, чтобы ПОТОМ пойти работать/открывать?
Ну турка нигде не продаётся, её просто никто не делает
Эспрессо в чистом виде тоже почти не пьют
Фильтра ооочень много продаётся, статистика продаж фильтра (везде, где я имела доступ к статистике) была примерно как у большого капучино, это два самых популярных напитка",1753213387,3682543258127655311_63100433353,DMbBZUStWGP,allikulikova,0,0,,,https://www.threads.net/@allikulikova/post/DMbBZUStWGP,0,работа,neutral,ru-RU,ru
and people ask why no one told them when someone lost to depression,1762576633,3761087859458770178_71215428044,DQyEXsoEwUC,sljy6996,4,0,,,https://www.threads.net/@sljy6996/post/DQyEXsoEwUC,0,depression,sad,ru-RU,en
"To the person who said ""ADHD isn't a real disability"":

I've lost jobs.
Ruined relationships.
Spent thousands on the ADHD tax.
Battled depression from chronic failure.

But sure, tell me how it's not real.

I'll wait.",1762526096,3760663652107001698_63403011961,DQwj6qvj59i,balancewithbhuvan,5473,0,,,https://www.threads.net/@balancewithbhuvan/post/DQwj6qvj59i,0,depression,sad,ru-RU,en
"I feel RAGE when people say things like this. I’m 45 and have completely bumbled through my entire life. Rejection sensitive dysphoria - any perceived negative reaction towards me literally makes me feel like I’ve been punched in the gut and I cry and cry. Depression, anxiety, shame, being told I’m lazy my entire life. Knowing I’m smart and not being able to use my knowledge when I need it. 
Those people can f*ck all the way off",1762540191,3760782165697898961_67401959082,DQw-3RIDCnR,merceroo,292,0,,,https://www.threads.net/@merceroo/post/DQw-3RIDCnR,0,depression,sad,ru-RU,en
"8 low level  careers despite First class degree and masters. Unable to hold down full time work due to overwhelm. Chronic fatigue, insomnia, depression, anxiety, rejection sensitivity, perfectionism to the point of paralysis. 51 now and have achieved nothing (yet). Wasted over £40k on impulse projects....the list could go on. Now just exhausted (but haven't given up and medication is finally calming the waters).",1762543437,3760809388786125102_67068506857,DQxFDamjQku,carmelahair.co,30,0,,,https://www.threads.net/@carmelahair.co/post/DQxFDamjQku,0,depression,sad,ru-RU,en
"I hear ya, 2 failed marriages, a cut short career, manic depression, PMDD, ADHD tax,",1762548406,3760851076351046045_65154168739,DQxOiDLDLGd,colomamelanie,3,0,,,https://www.threads.net/@colomamelanie/post/DQxOiDLDLGd,0,depression,sad,ru-RU,en
"How have you been able to bounce-back from job loss due to your ADHD? I've now been fired from my last 3 jobs ---which had never happened before-- when I thought things were going well. I hit that ADHD burnout, hard, right before my 35th birthday in May and am still not fully functional or functionally employed. I've dealt with mod-severe depression for over 15 years due to feeling like I've failed because I didn't ""work hard enough"" while simultaneously overworking myself and burning out.",1762552387,3760884472196824631_65705711116,DQxWIBekv43,tywer08,1,0,,,https://www.threads.net/@tywer08/post/DQxWIBekv43,0,depression,sad,ru-RU,en
"October is Depression Awareness Month. Sending love to anyone who struggles with it.🩵
-
-
#mentalhealth #mentalhealthawareness",1760383274,3742688635150739717_63387358002,DPws3vrDSkF,fightthroughmentalhealth,578,0,,,https://www.threads.net/@fightthroughmentalhealth/post/DPws3vrDSkF,0,depression,sad,ru-RU,en
emman’s death lowkey triggered my depression.,1761349855,3750796903069209347_63106010977,DQNgekoE1MD,janavidallon,3849,0,,,https://www.threads.net/@janavidallon/post/DQNgekoE1MD,0,depression,sad,ru-RU,en
"(1) No offense, and I truly don’t want to invalidate your feelings. However, posts like this can also trigger others. I understand that you’re struggling, feeling mixed emotions, anxiety, or even depression — but what happens after sharing this publicly?",1761407147,3751277497679025919_63366219012,DQPNwJPExb_,_iammiaka,79,0,,,https://www.threads.net/@_iammiaka/post/DQPNwJPExb_,0,depression,sad,ru-RU,en
"pls don't 😔
life is short don't make it shorter. 
you can talk to me or talk to someone,
I've been there, you know God help me everyday.. i only talk to him every time i feel down or my anxiety and depression hit me.",1761403314,3751245344077437635_68199208852,DQPGcP3EtrD,amberlilibumbum,1,0,,,https://www.threads.net/@amberlilibumbum/post/DQPGcP3EtrD,0,depression,sad,ru-RU,en
"My therapist dropped a truth bomb on me:
""high functioning depression is scary as hell because you're very capable of hiding emotions, feelings and thoughts, so no one knows you're not okay and even if you say something no one realises the severity, because you don't seem like someone who is mentally spiralling out of control.""",1739231922,3565258230982232211_63092041786,DF6V3i2O8iT,queenwillow__,13418,0,,,https://www.threads.net/@queenwillow__/post/DF6V3i2O8iT,0,depression,sad,ru-RU,en
"I have a secundairy depression cause of chronic pain. You could also call that high functioning, reading what that entails. I recognized a lot in this post. People don’t even take you seriously if you do tell them you in need. After 11 years I’m sometimes ready to give up. That was called ‘bullshit’ by my stepdad. That hurts a damn lot. I’m getting punished for holding on so long, so my pain and depression aren’t real. I have endometriosis and no cure.",1739272654,3565599917809507209_64123273188,DF7jjvgMpuJ,mulder.heidi,9,0,,,https://www.threads.net/@mulder.heidi/post/DF7jjvgMpuJ,0,depression,sad,ru-RU,en
"High functioning depression is a storm behind a calm face. It hides in the quiet of a brave smile, whispering pain too deep for words. As an addiction and mental health specialist I see the silent battles fought every day. We must honour every hidden struggle, for acknowledging these unseen wounds is the beginning of true healing.",1739245177,3565369423416855717_68104970629,DF6vJm3zQyl,soulwordsbyamit,227,0,,,https://www.threads.net/@soulwordsbyamit/post/DF6vJm3zQyl,0,depression,sad,ru-RU,en
"That’s the painful truth about high-functioning depression. When you're the one who ""has it all together,"" people assume you're fine, even when you're drowning inside. You can show up, perform, and meet expectations, all while carrying an invisible weight that no one sees.

This is why self-awareness and support systems are crucial. Just because someone seems okay doesn’t mean they are. You deserve rest, support, and healing just as much as anyone else.",1739256310,3565462808634181825_70879696170,DF7EYiogcjB,thevisionher,238,0,,,https://www.threads.net/@thevisionher/post/DF7EYiogcjB,0,depression,sad,ru-RU,en
What you are describing is called bi polar. As someone dealt with this I promise there are very very very very overt signs of depression. There hasn’t been one situation in my entire life where it spiraled out of nowhere.,1739257576,3565473432332410981_63376743183,DF7GzIuRCBl,melchizedek.constantine,12,0,,,https://www.threads.net/@melchizedek.constantine/post/DF7GzIuRCBl,0,depression,sad,ru-RU,en
"I've been very good at hiding feelings. pretty much my whole life. A close relative committed suicide when I was a kid with no prior warnings or any signs of depression, so hiding true feelings sometimes feels like playing with fire to me.",1762442686,3759964227629785235_77923277404,DQuE4s8DKCT,tada_no_koe,1,0,,,https://www.threads.net/@tada_no_koe/post/DQuE4s8DKCT,0,depression,sad,ru-RU,en
"This insight sheds light on the hidden struggles of high-functioning depression, emphasizing the danger of its invisibility and the importance of recognizing that outward competence doesn’t always reflect inner well-being.",1739241325,3565337108861825315_71657852324,DF6nzXmOjEj,ana.oracle,35,0,,,https://www.threads.net/@ana.oracle/post/DF6nzXmOjEj,0,depression,sad,ru-RU,en
"I don't know you but just in case this helps you here it is:  if you are biologically female, please look in to PMDD (premenstrual dysphoria disorder). My depression kicked off with puberty and it took me decades to understand how much of a factor my hormone cycles are.",1739245097,3565368746589153255_63286860761,DF6u_whuefn,zooeejoy,0,0,,,https://www.threads.net/@zooeejoy/post/DF6u_whuefn,0,depression,sad,ru-RU,en
The most depressing thing about another US economic depression would be the fact that it was almost certainly intentional.,1762605800,3761332526842477239_64278285698,DQy8AE4kXq3,personality_of_colt,2146,0,,,https://www.threads.net/@personality_of_colt/post/DQy8AE4kXq3,0,depression,sad,ru-RU,en
Instead of a depression it could be us making big bucks doing gods work happily building out renewables in a democracy that hasn’t been bricked by conservative greed and hate. People do not even begin to get the true travesty of Trump.,1762606199,3761335875826179992_70984572319,DQy8wz3jV-Y,wesrackley,35,0,,,https://www.threads.net/@wesrackley/post/DQy8wz3jV-Y,0,depression,sad,ru-RU,en
"That's true!  A planned depression allows the super rich to buy real estate and companies for pennies on the dollar, and to buy blue chip stocks while they're depressed in value, and then the super rich become the disgustingly obscenely stupendously rich!",1762609769,3761365824179293806_63475538410,DQzDkncgE5u,avid.traveler,1,0,,,https://www.threads.net/@avid.traveler/post/DQzDkncgE5u,0,depression,sad,ru-RU,en
Yeh history will not look kindly on a country basically cause their own depression 🤦‍♀️ Tho I'm sure time will prove Ruskia is certainly at fault as well 🤷‍♀️,1762608390,3761354255392208285_66666492440,DQzA8RLDnWd,lovnicole,5,0,,,https://www.threads.net/@lovnicole/post/DQzA8RLDnWd,0,depression,sad,ru-RU,en
"Men's depression is much different than a womans. Because women, can express their feelings freely and get the comfort of other people, when men express their feelings, they get invalidated and get",1762615377,3761412869003420293_78128386312,DQzORNWiCKF,tiffanysanchez932,2,0,,,https://www.threads.net/@tiffanysanchez932/post/DQzORNWiCKF,0,depression,sad,ru-RU,en
"Functional depression is REAL. You work, you joke, you play and you love but MENTALLY you are drowning.",1761405923,3751267233830942660_63613760004,DQPLaySDjfE,otmnick,3080,0,,,https://www.threads.net/@otmnick/post/DQPLaySDjfE,0,depression,sad,ru-RU,en
"I get what you mean… as I’ve dealt with this ever since I turned 14.

It only increases as you grow into adulthood and in some situations, never disappears.

My question is what is the difference between Functional Depression (Waring a Mask to Survive) or Mental Health Disorders related Depression (The Diagnosed Types by Physicians / Disability Related Stress) and with all respect, why are those with considerations of surrendering a special kind  of groups needing supervision or legal treatment?",1761448811,3751627004996298286_72722499070,DQQdOJSkSYu,hybridartistgk,0,0,,,https://www.threads.net/@hybridartistgk/post/DQQdOJSkSYu,0,depression,sad,ru-RU,en
"Depression in women often feels like the world is spinning and you can’t keep up. You want to sleep for a thousand years — not to die, but to finally rest. To stop feeling everything so deeply. To stop being so aware that you exist, yet feel so invisible at the same time.",1762540620,3760785763379317309_63665488373,DQw_rnukgo9,harnesscommunity,333,0,,,https://www.threads.net/@harnesscommunity/post/DQw_rnukgo9,0,depression,sad,ru-RU,en
"Seasonal depression is coming.
And as a working mom, you don't have time to ""just push through it"" for 4 months.
Here are 5 things I'm adding to my routine to avoid the winter burnout spiral.",1762597855,3761265879174658651_63227487406,DQys2OaALpb,therapistjess_,153,0,,,https://www.threads.net/@therapistjess_/post/DQys2OaALpb,0,depression,sad,ru-RU,en
"President Trump: “If we didn’t have tariffs, the entire World would be in a depression.”

What are your thoughts on this?",1762626250,3761503864538362646_63093702947,DQzi9XjEXMW,fluent.in.finance,51,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPH_ZgaaNl9rnq7loO5_jTD04Ab5B1TWSZO3WLwNnYsur8Zp1t2SAGbr6Eu4SaIxz8xtS9wxwGAmrwb5MoZwieQA6_RnY-9rGwe2Vg.mp4?_nc_cat=105&_nc_oc=AdlAUI8iBniCaBNkvRY9So2lMpDohTs5fcm9-RCgKZLRBVbQyN11do1GcSe3hZmCj28&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=vT5k9M7XFmcQ7kNvwGt1bKP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMjgwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg2ODg2NzkxMzY2OTQwOSwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjo5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=ffe8f1e79cf6747c&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9GRTQzQUU0RkRDRjM3OEQ4OUFGMzg0NzlGNUQ0OTJBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRE1XWnlKdHpSaERXQzRFQU8ycUZ1UmdMWUVrYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmwuyCgrfu0QYVAigCQzMsF0AjEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=emobxtofAyUL7NSrE3q_2Q&_nc_zt=28&oh=00_Afigqnpydsv_aaSUZLK6pKhPMVlwwAeZZQRAMa4vd5iYVQ&oe=69117C33', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPH_ZgaaNl9rnq7loO5_jTD04Ab5B1TWSZO3WLwNnYsur8Zp1t2SAGbr6Eu4SaIxz8xtS9wxwGAmrwb5MoZwieQA6_RnY-9rGwe2Vg.mp4?_nc_cat=105&_nc_oc=AdlAUI8iBniCaBNkvRY9So2lMpDohTs5fcm9-RCgKZLRBVbQyN11do1GcSe3hZmCj28&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=vT5k9M7XFmcQ7kNvwGt1bKP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMjgwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg2ODg2NzkxMzY2OTQwOSwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjo5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=ffe8f1e79cf6747c&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9GRTQzQUU0RkRDRjM3OEQ4OUFGMzg0NzlGNUQ0OTJBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRE1XWnlKdHpSaERXQzRFQU8ycUZ1UmdMWUVrYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmwuyCgrfu0QYVAigCQzMsF0AjEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=emobxtofAyUL7NSrE3q_2Q&_nc_zt=28&oh=00_Afigqnpydsv_aaSUZLK6pKhPMVlwwAeZZQRAMa4vd5iYVQ&oe=69117C33', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPH_ZgaaNl9rnq7loO5_jTD04Ab5B1TWSZO3WLwNnYsur8Zp1t2SAGbr6Eu4SaIxz8xtS9wxwGAmrwb5MoZwieQA6_RnY-9rGwe2Vg.mp4?_nc_cat=105&_nc_oc=AdlAUI8iBniCaBNkvRY9So2lMpDohTs5fcm9-RCgKZLRBVbQyN11do1GcSe3hZmCj28&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=vT5k9M7XFmcQ7kNvwGt1bKP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMjgwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg2ODg2NzkxMzY2OTQwOSwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjo5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=ffe8f1e79cf6747c&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9GRTQzQUU0RkRDRjM3OEQ4OUFGMzg0NzlGNUQ0OTJBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRE1XWnlKdHpSaERXQzRFQU8ycUZ1UmdMWUVrYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmwuyCgrfu0QYVAigCQzMsF0AjEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=emobxtofAyUL7NSrE3q_2Q&_nc_zt=28&oh=00_Afigqnpydsv_aaSUZLK6pKhPMVlwwAeZZQRAMa4vd5iYVQ&oe=69117C33']",https://www.threads.net/@fluent.in.finance/post/DQzi9XjEXMW,0,depression,sad,ru-RU,en
I'm in a depression because of the tariffs.,1762626323,3761504690707083733_76448256625,DQzjJY-j7HV,topsdrop.exe,36,0,,,https://www.threads.net/@topsdrop.exe/post/DQzjJY-j7HV,0,depression,sad,ru-RU,en
"Doggo was diagnosed with depression after suffering a miscarriage, so they hired her to work with children in the local school to give her a a sense of purpose. She's never been happier 🥺",1762614337,3761402828058016756_76766397897,DQzL_F_jDv0,pawbuddiz,753,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPR5HSl_asQ_b7r7MM0ngeGl7K3WHquikp5mQIzP6O5V88jNSqCCUcI860FjswsEb1StcAvT5XjZQen8xPr2HFHrScvVPh-dSdz-is.mp4?_nc_cat=105&_nc_oc=Adn7wxK_qfXWyEydzLgDK4ujEZN500ewN6zdm-r3Mt_LoOr769ngNZIOFXthdyy1JtY&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=wl8__AZ5txsQ7kNvwFrmWoE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzM5NTQzNDk3ODI4NzIwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=390688fc9d8f0bd7&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC8zRTQzQzFGRTJFOTBEQUJDMjUyMkRBQjgxQjA1NjBBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQkZGY2lMWGVwSkZzbzRHQUpkc0g3YUlwMVpVYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm4KXL5diT4QQVAigCQzMsF0A4mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=eZH_NPh6mmO4FxotPfMxGQ&_nc_zt=28&oh=00_AfgGGq1R3IYslUUCWzUeUGryGXeI1OjYHyPeuT0RvnUvBw&oe=691168AB', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPR5HSl_asQ_b7r7MM0ngeGl7K3WHquikp5mQIzP6O5V88jNSqCCUcI860FjswsEb1StcAvT5XjZQen8xPr2HFHrScvVPh-dSdz-is.mp4?_nc_cat=105&_nc_oc=Adn7wxK_qfXWyEydzLgDK4ujEZN500ewN6zdm-r3Mt_LoOr769ngNZIOFXthdyy1JtY&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=wl8__AZ5txsQ7kNvwFrmWoE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzM5NTQzNDk3ODI4NzIwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=390688fc9d8f0bd7&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC8zRTQzQzFGRTJFOTBEQUJDMjUyMkRBQjgxQjA1NjBBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQkZGY2lMWGVwSkZzbzRHQUpkc0g3YUlwMVpVYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm4KXL5diT4QQVAigCQzMsF0A4mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=eZH_NPh6mmO4FxotPfMxGQ&_nc_zt=28&oh=00_AfgGGq1R3IYslUUCWzUeUGryGXeI1OjYHyPeuT0RvnUvBw&oe=691168AB', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPR5HSl_asQ_b7r7MM0ngeGl7K3WHquikp5mQIzP6O5V88jNSqCCUcI860FjswsEb1StcAvT5XjZQen8xPr2HFHrScvVPh-dSdz-is.mp4?_nc_cat=105&_nc_oc=Adn7wxK_qfXWyEydzLgDK4ujEZN500ewN6zdm-r3Mt_LoOr769ngNZIOFXthdyy1JtY&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=wl8__AZ5txsQ7kNvwFrmWoE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzM5NTQzNDk3ODI4NzIwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=390688fc9d8f0bd7&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC8zRTQzQzFGRTJFOTBEQUJDMjUyMkRBQjgxQjA1NjBBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQkZGY2lMWGVwSkZzbzRHQUpkc0g3YUlwMVpVYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm4KXL5diT4QQVAigCQzMsF0A4mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=eZH_NPh6mmO4FxotPfMxGQ&_nc_zt=28&oh=00_AfgGGq1R3IYslUUCWzUeUGryGXeI1OjYHyPeuT0RvnUvBw&oe=691168AB']",https://www.threads.net/@pawbuddiz/post/DQzL_F_jDv0,0,depression,sad,ru-RU,en
one piece is clinically proven to reduce symptoms of depression,1762623860,3761484025958404626_63222204316,DQzecrbjpIS,niavxrse,72,0,,,https://www.threads.net/@niavxrse/post/DQzecrbjpIS,0,depression,sad,ru-RU,en
